Datetime,Open,High,Low,Close,Volume
2025-01-02 09:30:00,191.485,192.24,191.04,191.895,684526.0
2025-01-02 09:31:00,191.9,191.94,190.99,191.23,87780.0
2025-01-02 09:32:00,191.19,191.2718,190.785,190.9585,61234.0
2025-01-02 09:33:00,191.03,191.04,190.065,190.1,75754.0
2025-01-02 09:34:00,190.17,190.42,190.08,190.1316,65696.0
2025-01-02 09:35:00,190.2,190.23,189.61,189.7982,104543.0
2025-01-02 09:36:00,189.8,190.08,189.69,190.08,74367.0
2025-01-02 09:37:00,190.09,190.39,190.05,190.31,87020.0
2025-01-02 09:38:00,190.31,190.64,190.215,190.26,69202.0
2025-01-02 09:39:00,190.204,190.27,189.91,189.9428,81760.0
2025-01-02 09:40:00,189.95,190.1,189.8189,189.86,57821.0
2025-01-02 09:41:00,189.864778,190.14,189.84,189.955,118472.0
2025-01-02 09:42:00,189.980981,190.32,189.82,190.22,76816.0
2025-01-02 09:43:00,190.1788,190.31,190.04,190.09,50969.0
2025-01-02 09:44:00,190.08,190.35,190.04,190.31,42378.0
2025-01-02 09:45:00,190.33,190.75,190.21,190.58,52776.0
2025-01-02 09:46:00,190.55,190.78,190.4,190.502,61000.0
2025-01-02 09:47:00,190.43,190.82,190.39,190.74,62664.0
2025-01-02 09:48:00,190.71,190.99,190.58,190.8701,48823.0
2025-01-02 09:49:00,190.93,191.27,190.87,191.21,29430.0
2025-01-02 09:50:00,191.18,191.38,191.12,191.1623,38966.0
2025-01-02 09:51:00,191.11,191.55,191.11,191.49,28388.0
2025-01-02 09:52:00,191.53,191.6,191.35,191.6,41367.0
2025-01-02 09:53:00,191.67,191.81,191.58,191.67,43168.0
2025-01-02 09:54:00,191.73,192.09,191.57,192.0305,62475.0
2025-01-02 09:55:00,191.99,192.3687,191.94,192.1999,56148.0
2025-01-02 09:56:00,192.18,192.38,192.1,192.33,48628.0
2025-01-02 09:57:00,192.35,192.46,192.26,192.3,35237.0
2025-01-02 09:58:00,192.3005,192.34,191.99,192.14,65117.0
2025-01-02 09:59:00,192.15,192.3,192.09,192.26,36316.0
2025-01-02 10:00:00,192.29,192.55,192.23,192.44,49527.0
2025-01-02 10:01:00,192.41,192.53,192.28,192.43,34809.0
2025-01-02 10:02:00,192.46,192.63,192.38,192.44,34893.0
2025-01-02 10:03:00,192.38,192.56,192.37,192.49,23745.0
2025-01-02 10:04:00,192.495,192.9,192.495,192.899662,40569.0
2025-01-02 10:05:00,192.885,193.09,192.87,192.9,83295.0
2025-01-02 10:06:00,192.93,193.2,192.869,192.94,48221.0
2025-01-02 10:07:00,192.99,192.99,192.78,192.82,31185.0
2025-01-02 10:08:00,192.84,193.0162,192.76,192.94,42244.0
2025-01-02 10:09:00,192.95,193.02,192.8054,192.8387,28891.0
2025-01-02 10:10:00,192.83,192.83,192.6,192.76,42016.0
2025-01-02 10:11:00,192.7401,192.9,192.66,192.72,36770.0
2025-01-02 10:12:00,192.74,192.85,192.62,192.64,37942.0
2025-01-02 10:13:00,192.62,192.83,192.5309,192.83,27836.0
2025-01-02 10:14:00,192.8035,192.99,192.69,192.69,58819.0
2025-01-02 10:15:00,192.695,192.7512,192.57,192.69,45801.0
2025-01-02 10:16:00,192.71,192.88,192.6,192.69,41647.0
2025-01-02 10:17:00,192.69,192.7,192.29,192.29,31720.0
2025-01-02 10:18:00,192.35,192.79,192.35,192.72,41765.0
2025-01-02 10:19:00,192.68,192.71,192.32,192.33,45440.0
2025-01-02 10:20:00,192.35,192.43,191.9,191.93,45077.0
2025-01-02 10:21:00,191.97,192.02,191.61,191.86,69008.0
2025-01-02 10:22:00,191.85,191.87,191.4,191.4762,46746.0
2025-01-02 10:23:00,191.42,191.45,191.22,191.38,50688.0
2025-01-02 10:24:00,191.35,191.495,191.19,191.4857,37376.0
2025-01-02 10:25:00,191.47,191.65,191.39,191.63,34923.0
2025-01-02 10:26:00,191.59,191.8,191.49,191.62,29473.0
2025-01-02 10:27:00,191.64,191.79,191.62,191.75,33741.0
2025-01-02 10:28:00,191.7341,191.75,191.36,191.391,43676.0
2025-01-02 10:29:00,191.42,191.6,191.38,191.58,27234.0
2025-01-02 10:30:00,191.59,191.655,191.36,191.36,34788.0
2025-01-02 10:31:00,191.34,191.36,191.04,191.07,44327.0
2025-01-02 10:32:00,191.12,191.29,191.085,191.21,39328.0
2025-01-02 10:33:00,191.2,191.4092,191.15,191.28,39694.0
2025-01-02 10:34:00,191.28,191.52,191.26,191.33,34393.0
2025-01-02 10:35:00,191.27,191.29,191.0001,191.14,33686.0
2025-01-02 10:36:00,191.146,191.44,191.08,191.39,25771.0
2025-01-02 10:37:00,191.44,191.635,191.09,191.21,67621.0
2025-01-02 10:38:00,191.16,191.245,191.0707,191.19,42694.0
2025-01-02 10:39:00,191.1575,191.21,191.05,191.15,49150.0
2025-01-02 10:40:00,191.145,191.25,191.085,191.13,52646.0
2025-01-02 10:41:00,191.09,191.09,190.68,190.72,50287.0
2025-01-02 10:42:00,190.76,190.98,190.64,190.91,27598.0
2025-01-02 10:43:00,190.92,191.0,190.7404,191.0,35919.0
2025-01-02 10:44:00,190.98,191.04,190.85,190.98,41404.0
2025-01-02 10:45:00,190.97,191.075,190.86,191.01,29464.0
2025-01-02 10:46:00,191.02,191.11,190.91,190.93,31393.0
2025-01-02 10:47:00,190.93,191.1,190.86,191.07,22425.0
2025-01-02 10:48:00,191.05,191.28,191.03,191.28,33840.0
2025-01-02 10:49:00,191.26,191.526,191.21,191.475,36507.0
2025-01-02 10:50:00,191.46,191.46,191.26,191.36,65673.0
2025-01-02 10:51:00,191.35,191.65,191.32,191.59,40822.0
2025-01-02 10:52:00,191.58,191.7,191.49,191.56,43849.0
